"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
12.69,9.85,90,1,79.4,1.8,"Beta","ui","crítica","success"
17.57,17.24,85,3,81.8,6.08,"Delta","auth","media","rolled_back"
15.05,40.15,76,5,73.9,13.8,"Beta","db","alta","success"
16.88,20.83,97,1,63.7,9.9,"Gamma","infra","media","success"
119.79,9.75,77,3,91.2,10.29,"Gamma","auth","media","failed"
25.28,40.68,90,2,61.6,2.79,"Delta","infra","baja","success"
26.15,30.78,84,5,76.5,7.78,"Beta","api","baja","success"
40.19,46.82,81,4,87.3,22.25,"Alpha","infra","alta","success"
13.92,10.43,79,2,70.9,7.04,"Alpha","api ","media","failed"
21.01,7.99,74,3,47.6,4.53,"Alpha","auth","alta","success"
31.36,67.71,82,4,91,15.01,"Alpha","db","baja","failed"
16.52,17.78,97,2,100,13.02,"Alpha","db","media","success"
17.36,29.43,87,2,70.2,18.22,"Alpha","infra","crítica","success"
NA,8.06,89,2,43.2,4.46,"Alpha","db","media","success"
9.93,46.75,69,0,66.5,5.06,"Beta","ui","alta","success"
51.61,13.47,84,4,75.1,23.46,"Beta","api","media","success"
25.83,7.95,84,0,87.9,3.33,"Beta","infra","baja","rolled_back"
42.82,10.12,86,2,91.3,9.04,"Alpha","api","baja","failed"
3.96,6.1,91,3,73.2,17.44,"Beta","db","alta","success"
22.36,27.13,78,4,89,9.58,"Beta","test","media","success"
65.98,19.92,74,4,84.5,4.73,"Alpha","auth","media","failed"
18.09,20.34,82,2,69.1,10.56,"Delta","ui","alta","success"
86.6,15.48,95,3,52.7,16.31,"Delta","db","baja","success"
29.85,52.65,77,2,47.1,8.56,"Alpha","ui","baja","success"
35.71,11.78,89,4,80.4,6.76,"Alpha","auth","baja","success"
32.12,60.64,86,3,62.8,1.77,"Delta","db","baja","failed"
38.23,30.42,76,5,74.8,18.27,"Alpha","ui","alta","success"
42.12,31.19,93,0,63.4,3.78,"Delta","api","alta","success"
18.41,18.75,82,1,73.1,8.43,"Delta","auth","crítica","success"
42.94,18.16,88,2,80,6.69,"Beta","api","media","failed"
14.11,17.28,80,1,50.9,12.74,"Alpha","ui","baja","rolled_back"
66.85,16.71,80,3,NA,3.85,"Alpha","auth","baja","success"
84.52,17.05,83,5,84.8,7.94,"Beta","infra","crítica","success"
47.1,8.24,71,4,81.1,7.66,"Beta","api","crítica","failed"
14.99,27.14,81,2,39.9,15.34,"Gamma","auth","crítica","success"
21.42,13.37,83,2,100,20.07,"Gamma","auth","baja","rolled_back"
9.34,7.93,98,0,53.1,12.69,"Alpha","infra","alta","success"
72.76,19.3,94,1,82,2.11,"Alpha","api","baja","success"
25.27,11.87,99,7,68.5,3.62,"Gamma","api","media","success"
44.14,99.56,105,2,59.7,5.13,"Alpha","db","media","failed"
26.48,47.7,87,NA,65.5,26.92,"Gamma","ui","baja","success"
18.07,16.96,94,0,79.4,11.7,"Beta","auth","media","success"
20.26,19.38,74,2,67.3,6.28,"Alpha","infra","media","success"
36.91,12.05,81,6,52.7,4.12,"Delta","auth","media","rolled_back"
24.21,29.97,85,4,76.5,9.23,"Delta","api","baja","rolled_back"
33.38,10.89,84,3,52.7,14.71,"Delta","api","media","failed"
22.13,9.7,88,3,72.7,8.41,"Gamma","ui","alta","success"
27.39,29.61,76,1,62.2,13.47,"Gamma","ui","crítica","failed"
107.21,14.01,88,1,52.2,2.37,"Delta","infra","media","rolled_back"
35.34,15.11,85,2,56.4,9.59,"Gamma","auth","alta","success"
40.16,24.63,82,4,71.2,7.45,"Beta","ui","media","success"
37.74,4.26,73,7,75.9,12.82,"Delta","test","alta","success"
40.04,12.9,88,3,64.3,3.72,"Alpha","test","alta","rolled_back"
66.39,12.99,87,3,60.9,13.8,"Beta","test","baja","success"
48.17,16.29,76,10,92.5,7.72,"Alpha","db","media","success"
10.54,34.99,89,6,65.5,12.39,"Gamma","ui","baja",NA
60.22,8.78,91,2,66.1,3.46,"Gamma","ui","alta","rolled_back"
24.25,25.16,83,1,83.2,12.31,"Beta","auth","alta","failed"
46.53,17.02,71,5,70,4.52,"Beta","infra","baja","failed"
25.3,12.44,90,0,NA,14.83,"Beta","infra","media","success"
17.12,10.31,86,5,66.3,10.23,"Beta","api","baja","success"
23.2,22.79,94,6,62.4,11.92,"Delta","api","baja","success"
19.81,12.44,80,2,57.5,33.94,"Gamma","auth","baja","success"
30.25,8.57,76,3,68,5.98,"Delta","api","media","success"
28.21,4.34,92,2,97.8,13.75,"Delta","api","alta","failed"
15.14,13.3,81,2,51.8,8.35,"Gamma","test","alta","failed"
55.06,32.08,100,7,76.4,13.52,"Beta","db","alta","success"
53.8,11.38,105,5,98.9,3.89,"Alpha","auth","media","success"
27.56,16.47,70,6,59,16.75,"Gamma","api","media","failed"
10.49,13.78,81,3,74.3,11.17,"Alpha","api","media","success"
17.52,20.17,94,5,72.7,NA,"Alpha","auth","crítica","success"
50.85,54.3,80,5,97.7,6.35,"Alpha",NA,"baja","success"
29.33,8.15,86,3,87,6.84,"Delta","api","media","failed"
62.89,36.07,74,2,82.9,10,"Gamma","infra","baja","success"
23,12.16,100,1,NA,13.07,"Alpha","infra","alta","success"
29.1,10.32,91,2,61.9,4.71,"Delta","api","baja","failed"
12,22.8,92,2,73.7,13.33,"Alpha","auth","media","failed"
73.93,8.97,86,3,68.5,3.05,"Beta","infra","media","success"
32.84,21.79,98,3,82.3,14.67,"Gamma","api","media","failed"
33.19,9.49,87,2,82.8,5.37,"Gamma","auth","media","rolled_back"
10.46,32.12,77,4,68.5,9.91,"Gamma","infra","alta","success"
49.52,16.37,79,0,81.4,2.87,"Beta","api","baja","failed"
10.62,31.46,96,2,71.6,10.87,"Delta","api","alta","success"
246.81,13.51,98,2,66.8,5.04,"Alpha","infra","media","success"
47.34,14.59,NA,1,80.8,11.64,"Alpha","db","baja","success"
13.93,18.95,75,2,75.1,3.87,"Beta","db","media","failed"
24.22,13.75,88,3,55.2,3.78,"Gamma","api","alta","failed"
31.44,13.44,106,4,18.7,5.38,"Alpha","auth","alta","success"
34.52,19,96,7,75.5,3.07,"Delta","ui","alta","success"
37.85,51.36,97,2,NA,6.39,"Beta","infra","alta","success"
31.91,11.69,73,4,73.9,13.44,"Beta","db","media","success"
23.93,47.25,97,5,72.2,2.37,"Alpha","auth","baja","success"
40.71,10.69,114,3,76.8,9.4,"Gamma","test","media","success"
34.76,26.78,81,3,74.7,2.62,"Delta","ui","alta","rolled_back"
20.22,36.95,78,2,83.3,13.57,"Beta","db","crítica","success"
27.83,11.22,84,1,58,6.38,"Beta","db","alta","success"
35.48,9.55,80,NA,100,3.12,"Alpha","db","media","success"
26.12,37.78,89,6,64.8,12.04,"Gamma","auth","media","success"
20.08,21.03,94,3,72.4,23.13,"Gamma","infra","baja","rolled_back"
63.82,63.6,72,6,82.9,9.64,"Gamma","auth","alta","success"
38.19,30.17,85,3,82.3,7.05,"Alpha","auth","crítica","failed"
48.72,18.08,83,6,84.7,19.01,"Alpha","auth","media","success"
50.47,17.44,84,3,100,3.54,"Alpha","api","baja","success"
75.06,132.43,86,4,86.6,8.32,"Delta","test","media","success"
56.45,23.15,85,3,45.2,13,"Alpha","api","alta","rolled_back"
12.98,22.63,89,2,71.6,7.96,"Delta","ui","alta","success"
11.98,41.82,87,5,70.8,6.09,"Alpha","auth","baja","success"
27.85,15.95,95,3,95.7,3.95,"Gamma","api","media","success"
57.21,26.35,79,1,77.8,3.86,"Gamma","db","baja","success"
48.41,8.5,80,1,73.3,40.33,"Gamma","auth","media","failed"
77.33,11.84,82,2,66.9,2.64,"Beta","infra","crítica","failed"
25.66,27.04,80,2,73.4,1.64,"Beta","db","media","success"
16.32,11.58,83,4,91.7,8.05,"Beta","infra","baja","success"
13.36,11.81,77,2,71.2,29.32,"Beta","auth","baja","failed"
87.86,21.82,105,3,56.5,2.17,"Delta","auth","baja","success"
107.42,25,96,1,65.6,9.33,"Delta","api","crítica","failed"
18.11,8.72,88,3,81.7,11.96,"Beta","infra","baja","success"
20.35,11.46,80,1,72,7.28,"Delta","api","media","failed"
150.33,9.29,79,3,83.4,4.38,"Gamma","infra","media","success"
17.17,8.47,83,1,73.8,4.98,"Gamma","ui","baja","failed"
17.2,43.76,95,4,47.6,1.93,"Alpha","api","baja","failed"
15.2,14.25,86,0,85.6,5.77,"Delta","ui","baja","failed"
13.56,23.52,88,1,79.8,1.9,"Delta","api","baja","rolled_back"
20.99,38.04,100,2,65,13.49,"Alpha","ui","alta","failed"
110.37,NA,76,3,50.4,2.97,"Alpha","api","alta","success"
24.03,15.85,92,5,58.5,4.3,"Beta","infra","media","failed"
10.13,5.08,99,1,73.4,52,"Delta","api","baja","failed"
47.43,10.9,87,2,65,15.59,"Delta","test","media","success"
8.11,18.07,93,3,61.3,19.55,"Beta","test","media","failed"
19.49,21.69,82,1,85.4,2.3,"Alpha","ui","media","failed"
76.84,12.36,84,3,76.2,8.88,"Delta","db","media","failed"
28.77,13.09,103,3,82.6,3.2,"Gamma","api","media","success"
5.99,6.47,84,5,58.6,7.79,"Delta","api","alta","success"
81.21,12.31,103,7,41.2,184.16,"Alpha","api","baja","success"
11.75,52.39,85,3,65.2,4.64,"Beta","db","alta","rolled_back"
29.44,26.13,89,6,94.3,8.32,"Beta","ui","media","failed"
42.3,17.4,78,4,61.8,3.6,"Delta","test","media","success"
11.88,16.42,103,0,52.3,6.04,"Beta","ui","alta","rolled_back"
18.6,23.34,99,5,71.8,5.28,"Delta","infra","baja","rolled_back"
29.42,27.6,90,3,82.5,26.54,"Alpha","db","crítica","success"
23.83,22.2,90,3,81.7,1.38,"Alpha","auth","baja","success"
40.28,27.81,75,1,77.8,5.41,"Gamma","test","media","success"
32.74,16.71,74,3,72.8,10.47,"Delta","test","alta","failed"
11.49,45.35,97,1,76.1,12.84,"BETA","auth","media","success"
12.92,17.09,84,3,62.2,1.8,"Delta","infra","media","failed"
22.31,14.89,102,4,84.8,7.68,"Gamma","api","baja","failed"
38.17,26.25,81,1,59.9,11.91,"Delta","api","media","success"
98.36,11.17,96,3,66.7,3.7,"Gamma","api","alta","success"
102.25,71.65,93,6,67.8,3.67,"Gamma","db","media","success"
32.67,12.62,87,3,85.2,11.38,"Alpha","infra","crítica","failed"
8.61,13.59,79,5,72,5.69,"Beta","ui","baja","rolled_back"
59.81,13.21,79,0,63.9,5.69,"Beta","api","baja","success"
72.08,6.15,94,3,81.9,11.65,"Delta",NA,"crítica","success"
25.22,15.43,71,5,83.6,11.18,"Beta","db","baja","rolled_back"
40.53,34.4,74,1,40.2,8.51,"Beta","infra","alta","success"
18.79,24.5,85,2,74.4,13.05,"Gamma","api","media","success"
31.66,26.39,85,3,72.3,22.09,"Beta","auth","baja","rolled_back"
41.48,23.88,94,1,64.1,15,"Delta","auth","crítica","success"
59.69,23.72,71,3,64,2.38,"Delta","db","alta","success"
47.78,8.9,89,5,61.2,1.89,"Gamma","auth","media","success"
42.19,7.04,90,2,65.1,10.65,"Beta","infra","crítica","success"
13.56,8.66,77,4,77,24.87,"Alpha","api","alta","success"
85.26,16.49,81,6,89.2,18.25,"Alpha","auth","baja","failed"
6.36,13.98,86,2,48.9,10.27,"Beta","api","baja","rolled_back"
NA,24.32,76,2,97.2,1.82,"Gamma","ui","baja","success"
74.65,16.41,94,5,69.9,21.32,"Alpha","infra","media","rolled_back"
19.98,12.47,78,4,70.8,7.47,"Gamma","api","media","rolled_back"
25.16,28.24,78,3,89.1,2.74,"Alpha","infra",NA,"failed"
173.51,6.47,87,3,60.7,18.32,"Alpha","api","alta","success"
64.19,26.04,97,3,64.5,20.65,"Delta","auth","baja","success"
12.42,31.8,95,5,66.1,9.17,"Gamma","test","media","success"
23.4,11.06,100,3,71.2,3.94,"Alpha","infra","media","failed"
17.65,5.55,92,1,93.7,3.02,"Delta","api","baja","success"
35.34,10.84,79,2,89,5.17,"Delta","infra","alta","rolled_back"
12.81,4.45,93,5,72.1,5.32,"Alpha","auth","baja","success"
26.96,16.2,91,2,65.8,5.39,"Delta","db","media","rolled_back"
89.93,11.65,96,4,78.1,23.17,"Gamma","auth","crítica","success"
52.75,52.4,80,4,74.3,5.72,"Gamma","api","alta","success"
47.1,29.51,85,1,59.5,7.02,"Gamma","db","media","success"
22.48,14.07,103,2,74.2,15.03,"Gamma","api","media","success"
26.55,15.53,91,1,67.4,7.7,"Alpha","infra","media","failed"
43.72,30.74,96,2,91.6,25.24,"Delta","ui","crítica","success"
12.67,14.55,93,2,97.2,8.95,"Delta","api","baja","failed"
5.47,12.26,89,2,50.4,6.78,"Gamma","auth","media","success"
26.03,9.31,98,3,100,3.89,"Gamma","infra","alta","rolled_back"
25.74,24.05,94,3,90,5.7,"Beta","api","alta","failed"
57.85,13.98,100,4,77.2,20.94,"Gamma","db","alta","success"
22.4,6.55,93,2,46.3,3.99,"Beta","api","media","rolled_back"
19.42,11.24,87,0,75,41.67,"Beta","api","alta","success"
47.15,25.16,70,2,56.5,7.54,"Gamma","infra","media","failed"
20.17,10.81,86,3,60.5,1.71,"Gamma","api","media","success"
98.91,5.42,80,4,88.1,4.44,"Gamma","db","media","failed"
16.03,10.85,93,2,81.5,NA,"Beta","api","baja","rolled_back"
59.63,13.22,78,6,83.5,7.7,"Gamma","infra","media","rolled_back"
7.8,16.49,80,3,89.5,8.78,"Delta","test","alta","success"
94.95,16.52,96,3,84,5.93,"Gamma","api","alta","success"
30.16,53.28,89,2,94.8,4.53,"Beta","db","media","success"
7.79,21.96,83,2,90.1,6.43,"Gamma","infra","crítica","success"
11.9,7.85,81,5,88.4,5.11,"Alpha","api","baja","success"
NA,95.15,82,3,75,20.54,"Gamma","ui","baja","success"
112.38,NA,90,3,67.9,5.54,"Gamma","db","crítica","failed"
21.68,41.69,71,2,84.1,6.71,"Gamma","api","media","success"
29.45,20.99,101,4,42.5,4.84,"Alpha","api","baja","success"
61.07,9.69,88,3,74.1,12.69,"Beta","ui","media","rolled_back"
32.03,18.48,91,4,52.4,10.16,"Beta","ui","crítica","success"
27.19,53.89,99,4,77.2,12.58,"Gamma","api","media","failed"
31.4,21.74,107,3,60.6,33.91,"Beta","infra","media","success"
25.89,34.56,83,3,83.5,16.76,"Gamma","api","alta","success"
NA,28.75,87,2,71,16.11,"Alpha","auth","alta","success"
44.45,30.36,75,2,83.6,7.25,"Alpha","db","baja","success"
10.56,13.89,79,1,77.2,4.97,"Beta","api","baja","rolled_back"
26.03,14.23,69,6,98,1.14,"Gamma","test","crítica","success"
18.25,11.46,85,1,51.2,20.84,"Gamma","ui","alta","success"
47.23,19.17,96,4,72.8,25.2,"Gamma","ui","alta","success"
31.01,10.49,95,5,58.4,8.88,"Delta","ui","media","success"
12.95,27.28,79,2,55.6,5.78,"Gamma","db","media","success"
43.08,12.41,76,5,75.1,21.36,"Beta","auth","baja","success"
7.1,34.57,106,2,70.2,9.2,"Beta","test","alta","success"
62.21,21.63,75,3,88.3,4.67,"Beta","ui","baja","success"
NA,23.86,87,3,77.6,15.6,"Beta","api","crítica","success"
112.5,25.83,67,3,79.9,7.72,"Delta","ui","crítica","success"
21.55,18.61,84,1,52.6,6.15,"Beta","ui","media","rolled_back"
24.34,34.78,90,2,66.7,2.96,"Alpha","test","media","failed"
13.97,11.83,92,6,73.3,4.86,"Gamma","test","crítica","rolled_back"
9.27,38.07,98,5,80.2,3.34,"Gamma","auth","baja","success"
38.62,20.11,84,5,64.9,5.52,"Beta","api","crítica","success"
11.33,6.16,76,3,75.5,7.39,"Beta","ui","media","failed"
54.73,19.66,91,2,91.2,5.37,"Beta","ui","baja","success"
7.93,28.58,94,3,80.4,24.71,"Beta","api","baja","success"
20.03,5.2,74,2,72.7,8.09,"Alpha","db","media","rolled_back"
48.33,8.62,85,2,NA,4.56,"Delta","auth","media","rolled_back"
28.29,23.62,89,6,48.9,8.04,"Gamma","api","baja","success"
50.82,15.53,94,0,46.4,2.41,"Delta","ui","alta","failed"
37.11,48.95,73,3,66.6,3.41,"Alpha","db","baja","rolled_back"
32.51,18.36,91,7,63.7,4.13,"Beta","db","crítica","failed"
117.15,4.7,90,5,83.7,5.33,"Gamma","test","baja","failed"
15.77,10.15,81,3,78.6,NA,"Beta","db","media","rolled_back"
29.97,36.63,80,1,56.8,15.78,"Delta","db","alta","rolled_back"
18.33,16.55,71,2,NA,2.39,NA,"db","alta","rolled_back"
18.03,24.38,89,4,NA,9.1,"Gamma","auth","baja","success"
26.2,25.69,89,1,78,7.26,"Delta","api","media","success"
16.7,20.88,82,3,66.9,10.24,"Alpha","infra","baja","success"
54.5,12.34,76,1,78.1,5.51,"Gamma","test","baja","success"
58.76,6.46,88,1,54.4,5.27,"Delta","ui","alta","success"
43.4,15.53,85,1,65.4,2.4,"Alpha","auth","alta","failed"
8.29,36.29,88,3,92.9,8.93,"Beta","infra","crítica","success"
23.19,14.74,87,0,76.6,7.33,"Beta","api","crítica","success"
42.1,22.19,88,3,71.4,20.35,"Delta","infra","alta","success"
28.16,39.26,90,2,52.1,12.43,"Beta","db","baja","success"
85.79,6.64,99,4,59,17.13,"Alpha","auth","media","success"
24.01,10.53,76,3,61,2.55,"Gamma","ui","alta","success"
28.98,16.23,79,2,65.8,11.36,"Alpha","db","crítica","success"
38.48,22.18,86,3,69.8,1.6,"Beta","db","media","failed"
44.04,21.62,89,2,72,3.47,"Beta","api","alta","success"
42.62,14.24,86,3,71.9,19.72,"Beta","db","alta","failed"
22.29,9.33,83,2,78.2,8.53,"Alpha","auth","alta","success"
86.83,17.15,91,4,86,10.83,"Delta","auth","alta","success"
43.42,28.19,82,3,100,5.9,"Delta","api","alta","failed"
41.46,14.69,82,3,81.4,2.56,"Delta","db","baja","failed"
15.93,20.34,84,2,70.7,11.28,"Gamma","ui","alta","rolled_back"
16.38,22.03,97,2,47.1,16.4,"Alpha","auth","baja","success"
20.28,11.01,91,2,81.6,9.78,"Gamma","ui","alta","success"
20.39,17.9,82,2,97.7,9.55,"Alpha","test","media","success"
59.11,16.78,91,3,86.9,7.65,"Alpha","ui","crítica","failed"
59.7,5.21,61,2,78.4,9.29,"Alpha","ui","media","success"
55.74,NA,89,0,91,10.81,"Alpha","api","media","success"
30.16,11.19,70,5,76.6,4.33,"Alpha","api","alta","success"
19.6,7.31,74,0,64.7,12.42,"Delta","test","baja","failed"
10.76,21.03,88,3,53.7,8.06,"Alpha","db","baja","failed"
13.07,12.61,81,3,53.1,2.97,"Gamma","auth","media","success"
93.62,15.72,78,3,62.5,2.11,"Beta",NA,"crítica","success"
18.27,22.67,80,2,85.9,7.17,"Alpha","infra","baja","failed"
16.61,86.26,88,3,66.5,4.89,"Delta","ui","alta",NA
21.64,15.4,86,6,72,3.68,"Alpha","test","media","success"
16.5,9.11,91,3,62.2,3.97,"Delta","auth","crítica","success"
18.25,24.14,76,0,91.1,12.57,"Alpha","api","baja","rolled_back"
112.75,42.18,93,2,51.7,2.98,"Beta","db","baja","success"
19.46,27.33,85,6,64.4,5.36,"Alpha","ui","baja","failed"
23.15,9.97,88,1,70.8,8.69,"Alpha","infra","crítica","success"
30.77,9,78,6,59,25.11,"Beta","api","crítica","rolled_back"
130.73,15.73,80,3,56.3,9.95,"Alpha","api","baja","success"
24.49,5.42,93,2,67.7,6.4,"Gamma","api","alta","success"
38.95,61.14,113,5,75.4,11.48,"Delta","auth","baja","success"
41,9.96,87,0,76.4,19.93,"Delta","infra","media","rolled_back"
26.19,18.77,90,3,76,12.72,"Alpha","infra","media","rolled_back"
6.95,9.45,81,2,57.9,5.35,"Gamma","api","alta","success"
85.56,6.42,88,4,70.2,16.14,"Delta","db","media","rolled_back"
28.67,19.58,71,6,47.9,4.07,"Beta","api","alta","failed"
44.8,22.75,88,1,77.9,21.54,"Gamma","db","media","success"
19.6,6.77,92,6,70.7,23.81,"Alpha","db","media","rolled_back"
49.18,27.34,100,6,84.7,4.28,"Gamma","api","alta","failed"
59.86,17.27,92,5,88.8,10.85,"Beta","auth","baja","success"
92.69,22.25,80,3,83.5,2.59,"Alpha","api","alta","success"
17.22,10.45,76,1,76.3,3.59,"Beta","infra","alta","failed"
38.58,29,89,4,57.3,11.12,"Beta","ui","alta",NA
28.03,21.31,109,2,75.1,4.26,"Gamma","db","baja","success"
24.75,6.47,82,3,95.2,12.28,"Delta","api","alta","failed"
16.99,31.63,78,5,92.9,23,"Delta","infra","baja","success"
49.38,6.08,87,5,85.2,8.43,"Alpha","db","alta","success"
44.12,5.65,86,2,80.5,3.21,"Delta","api","baja","success"
124.86,NA,94,2,91.1,3.99,"Alpha","auth","alta","success"
7.53,21.69,86,4,41.3,3.91,"Alpha","auth","media","success"
132.1,19.13,73,1,80.2,21.89,"Beta","ui","media","rolled_back"
21.7,15.38,99,3,75.9,2.3,"Alpha","db","crítica","success"
72.59,27.32,90,5,73.2,22.21,"Beta","auth","crítica","rolled_back"
36.89,7.6,80,3,62.6,NA,"Alpha","test","alta","failed"
47.57,11.82,91,2,94.3,5.23,"Beta","db","crítica","success"
39.03,6.37,90,1,45.9,2.38,"Gamma","infra","alta","success"
79.42,27.4,84,5,79.1,4.86,"Alpha","test","media","success"
20.9,14.95,100,2,72.1,3.5,"Alpha","api","media","success"
55.31,10.85,75,4,77.7,23.24,"Alpha","auth","baja","success"
11.62,12.58,109,6,94,44.49,"Gamma","api","media","success"
18.06,24.97,79,3,66.5,3.83,"Alpha","auth","alta","success"
48.6,10.98,103,10,65.2,6.29,"Gamma","infra","media","success"
41.42,21.93,87,1,78.4,7.52,"Gamma","ui","alta","success"
27.96,11.16,74,4,58,15.18,"Alpha","auth","media","success"
30.36,33.06,101,1,59,5.57,"Gamma","db","baja","success"
37.8,9.09,80,5,100,12.9,"Gamma","auth",NA,"success"
61.23,22.19,89,5,74,5.98,"Beta","ui","media","failed"
9.38,34.52,96,1,79.5,6.49,"Gamma","auth","media","failed"
38.6,7.72,80,4,57.1,10.57,"Gamma","api","alta","success"
10.88,24.02,89,1,63,0.92,"Delta","api","media","rolled_back"
86.79,6.55,101,1,59,2.1,"Beta","api","media","failed"
60.48,15.32,82,1,60.4,13.09,"Delta","test","alta","success"
26.63,10.82,87,0,60.7,9.87,"Beta",NA,"media","success"
75.19,13.54,80,2,68.8,30.44,"Gamma","ui","alta","rolled_back"
23.66,22.61,82,5,55.7,1.85,"Beta","test","media","success"
6.92,22.09,83,3,80.6,15.91,"Alpha","db","alta","success"
12.02,16.09,88,4,69.5,5.34,"Alpha","db","baja","success"
31.05,6.05,92,2,78,3.32,"Alpha","infra","media","success"
17.29,19.61,95,2,82.4,NA,"Alpha","db","alta","success"
39.14,18.7,82,6,93.8,11.04,"Beta","infra","media","success"
114.07,31.52,74,4,72.1,14.49,"Gamma","api","media",NA
26.46,10.22,82,3,81.1,10.21,"Delta","api","media","success"
34.41,11.42,73,3,78.5,18.48,"Beta","ui","baja","success"
64.02,17.48,92,3,71.1,8.06,"Beta","test","alta","success"
119.77,6.68,93,2,80.2,11.92,"Gamma","api","alta","success"
5.85,23.03,89,3,71.6,NA,"Gamma","db","media","success"
59.25,16.17,91,3,61.5,8.26,"Alpha","ui","baja","success"
19.24,9.43,82,6,72.2,58.98,"Gamma","auth","alta","success"
32.56,8.94,95,5,81.3,3.01,"Alpha","auth","media","success"
8.08,18.45,95,4,65.3,5.59,"Beta","auth","alta","success"
20.5,41.4,NA,6,89.4,6.07,"Delta","api","alta","success"
79.21,7.69,86,1,92.4,6.16,"Beta","ui","alta","success"
55.07,17.05,90,2,66.7,10.1,"Alpha","ui","baja","success"
16.12,NA,84,3,69.9,4.74,"Gamma","ui","crítica","success"
37.39,25.51,99,0,67.7,10.1,"Alpha","db","baja","success"
25.33,61.63,82,2,76.8,9.61,"Alfa","auth","media","rolled_back"
10.41,23.88,91,3,79.1,10.55,"Beta","ui","media","rolled_back"
20.16,24.7,89,3,61,10.4,"Gamma","api","alta","success"
85.54,24.03,60,2,77.8,11.1,"Gamma","api","alta","failed"
23.45,12.16,72,3,67,17.74,"Alpha","api","baja","success"
14.55,10.25,94,5,100,4.32,"Alpha","api","media","success"
53.06,43.6,80,6,85.6,1.71,"Delta","auth","alta","failed"
31.67,7.4,77,1,85.9,9.8,"Beta","infra","baja","failed"
19.04,10.4,74,4,43.8,17.3,"Alpha","db",NA,"failed"
36.27,15.81,85,4,96.2,11.15,"Delta","ui","media","failed"
4.41,265.9,77,2,NA,6.23,"Beta","api","alta","failed"
52.63,46.74,75,3,66.1,1.94,NA,"api","media","rolled_back"
17.48,45.04,93,2,57.7,15.04,"Alpha","infra","baja","success"
55.64,NA,90,3,85.1,16.43,"Alpha","db","crítica","success"
108.25,9.64,88,1,81.2,8.11,"Beta","infra","media","failed"
51.08,14.29,83,3,89.4,6.77,"Alpha","db","baja","success"
32.26,9.89,69,4,69.6,29.35,"Alpha","api","crítica","success"
11.97,20.38,95,4,80.3,3.26,"Gamma","auth","alta","rolled_back"
11.25,26.01,93,3,73.8,20.32,"Delta","auth","alta","success"
30.35,7.38,82,2,78.2,15.45,"Alpha","infra","media","success"
14.7,20.41,78,2,70.9,17.01,"Gamma","ui","crítica","success"
24.27,12.17,67,2,63.9,4.79,"Delta","ui","alta","success"
13.92,15.08,82,2,55.2,4.6,"Alpha","api","baja","failed"
102.24,7.87,84,4,66.7,39.08,"Alpha","ui","media","success"
22.35,30.72,77,4,79.7,5.4,"Gama","infra","media","success"
38.14,13.64,88,5,60.6,7.03,"Gamma","infra","alta","rolled_back"
NA,14.57,89,2,80,10.91,"Alpha","api","alta","success"
36.17,6.37,89,2,49,19.16,"Beta","auth","alta","success"
15.43,10.71,76,3,57.1,1.66,"Alpha","ui","alta","rolled_back"
37.4,12.9,91,4,55.9,7.68,"Delta ","test","alta","success"
52.01,7.79,86,3,87.1,4.33,"Gamma","ui","baja","failed"
17.51,13.46,104,2,82.4,6.86,"Delta","api","alta","success"
223.37,12.77,105,1,78.7,1.94,"Beta","infra","media","failed"
28.14,6.01,86,6,100,7.14,"Alpha","infra","crítica","success"
NA,5.72,77,1,79.9,9.56,"Gamma","test","media","success"
19.29,15.23,97,3,59.4,8.12,"Alpha","db","alta","failed"
83.44,19.52,82,3,72.5,13.53,"Gamma","ui","media","success"
215.69,8.25,92,4,NA,8.75,"Gamma","ui","baja","success"
20.94,12.89,82,3,66.7,33.47,"Alpha","api","baja","failed"
19.04,5.94,79,0,74.1,11.24,"Delta","ui","alta","success"
23.22,10.89,72,4,84.5,7.17,"Beta","test","media","success"
12.81,18.26,74,1,100,6.38,"Delta","api ","alta","failed"
102.92,NA,73,3,81.2,3.97,"Alpha","auth","alta","success"
19.66,17.38,81,8,94,3,"Alpha","api","media","success"
11.72,NA,82,5,73.6,8.1,"Gamma","api","baja","success"
13.55,23.5,100,3,70,1.86,"Alpha","api","baja","success"
25.42,19.89,92,2,65.9,3.84,"Alpha","api","alta","rolled_back"
12.01,7.81,76,1,70.9,9.15,"Alpha","infra","crítica","rolled_back"
40.58,4.85,95,3,82.6,NA,"Beta","infra","crítica","success"
19.03,26.63,82,3,87.6,8.56,"Gamma","api","baja","success"
64.68,22.57,90,3,85.8,1.51,"Gamma","auth","baja","failed"
62.48,36.74,93,2,53.5,11.29,"Delta","auth","crítica","failed"
37.76,11.13,88,1,58.2,7.87,"Alpha","ui","crítica","success"
NA,21,84,2,64.2,9.85,"Gamma","api","baja","success"
38.66,15.23,80,3,65.8,9.12,"Alpha","auth","media","failed"
26.78,9.02,93,1,70.7,4.51,"Gamma","db","media","success"
25.01,18.2,87,4,55,3.99,"Beta","infra","crítica","failed"
41.14,78,82,6,64.8,7.01,"Alpha","test","media","success"
21.2,31.18,76,2,64.3,3.84,"Gamma","test","alta","success"
